year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2008,Temple,98, 63.78,   5   7   65.26(  93)    0   1  ,  61.53  111 ,  65.64   84,NA
2008,Memphis,99, 63.60,   6   7   64.79(  97)    0   1  ,  64.05   99 ,  62.71   96,NA
2008,Northern Illinois,100, 63.35,   6   7   61.03( 123)    0   0  ,  61.32  113 ,  64.96   89,NA
2008,Marshall,101, 62.85,   4   8   68.80(  77)    0   0  ,  64.85   98 ,  60.49  110,NA
2008,Florida Atlantic,102, 62.82,   7   6   64.85(  95)    0   1  ,  66.31   87 ,  59.09  116,NA
2008,Massachusetts,103, 62.72,   7   5   59.94( 128)    0   1  ,  61.47  112 ,  63.52   93,NA
2008,Syracuse,104, 62.60,   3   9   73.15(  34)    0   1  ,  65.85   94 ,  59.07  117,NA
2008,San Jose State,105, 62.51,   6   6   64.49(  98)    0   0  ,  65.90   92 ,  58.86  119,NA
2008,Louisiana-Lafayette,106, 62.26,   6   6   63.00( 114)    0   0  ,  63.15  101 ,  60.94  107,NA
2008,Arkansas State,107, 62.26,   6   6   60.92( 124)    0   1  ,  63.17  100 ,  60.92  108,NA
2008,Akron,108, 61.94,   5   7   63.97( 103)    0   0  ,  61.19  114 ,  62.24   98,NA
2008,Maine,109, 61.45,   8   5   57.72( 139)    0   0  ,  62.56  103 ,  59.92  113,NA
2008,Central Florida,110, 61.39,   4   8   67.66(  84)    0   0  ,  62.37  104 ,  59.99  112,NA
2008,Elon,111, 60.92,   8   4   55.61( 150)    0   0  ,  60.71  116 ,  60.67  109,NA
2008,Middle Tennessee,112, 60.77,   5   7   63.00( 113)    0   0  ,  62.02  108 ,  59.10  115,NA
2008,Fla. International,113, 60.73,   5   7   63.86( 105)    0   0  ,  60.89  115 ,  60.12  111,NA
2008,Iowa State,114, 60.47,   2  10   71.45(  51)    0   0  ,  58.54  121 ,  61.96   99,NA
2008,Utah State,115, 60.40,   3   9   69.80(  68)    0   1  ,  61.78  110 ,  58.59  121,NA
2008,UAB,116, 60.11,   4   8   64.79(  96)    0   0  ,  62.07  107 ,  57.74  125,NA
2008,Harvard,117, 60.05,   9   1   48.72( 182)    0   0  ,  58.31  125 ,  61.35  103,NA
2008,Southern Illinois,118, 58.78,   9   3   50.41( 170)    0   0  ,  58.23  126 ,  58.87  118,NA
2008,Samford,119, 58.76,   6   5   59.82( 130)    0   1  ,  55.91  134 ,  61.16  104,NA
2008,Ohio University,120, 58.74,   4   8   63.94( 104)    0   0  ,  57.78  130 ,  59.26  114,NA
2008,Eastern Washington,121, 58.46,   6   5   59.00( 132)    0   1  ,  58.43  123 ,  58.04  123,NA
2008,Wyoming,122, 58.14,   4   8   69.31(  72)    0   2  ,  62.23  106 ,  53.60  146,NA
2008,Liberty,123, 58.06,  10   2   47.30( 193)    0   0  ,  54.06  143 ,  61.62  102,NA
2008,Furman,124, 58.01,   7   5   58.72( 134)    0   0  ,  59.01  119 ,  56.55  132,NA
2008,Indiana,125, 57.94,   3   9   67.82(  83)    0   1  ,  59.15  118 ,  56.29  133,NA
2008,Georgia Southern,126, 57.38,   6   5   56.03( 145)    0   0  ,  56.20  133 ,  58.10  122,NA
2008,Central Arkansas,127, 57.24,  10   2   48.62( 184)    0   0  ,  58.50  122 ,  55.51  137,NA
2008,Army,128, 56.81,   3   9   66.27(  87)    0   0  ,  58.60  120 ,  54.56  143,NA
2008,Washington,129, 56.68,   0  12   78.21(   1)    0   2  ,  55.86  135 ,  57.05  129,NA
2008,Kent State,130, 56.66,   4   8   61.95( 119)    0   0  ,  56.21  132 ,  56.66  131,NA
2008,Albany-NY,131, 55.98,   9   3   45.13( 200)    0   0  ,  55.42  139 ,  56.09  134,NA
2008,Delaware,132, 55.92,   4   8   63.79( 107)    0   0  ,  55.52  138 ,  55.87  135,NA
2008,Holy Cross,133, 55.86,   7   4   49.73( 173)    0   0  ,  52.42  149 ,  58.79  120,NA
2008,Toledo,134, 55.65,   3   9   64.15( 100)    0   0  ,  56.24  131 ,  54.60  142,NA
2008,Louisiana-Monroe,135, 55.62,   4   8   61.93( 120)    0   1  ,  57.85  128 ,  52.88  147,NA
2008,San Diego State,136, 55.43,   2  10   69.97(  65)    0   2  ,  58.34  124 ,  51.98  152,NA
2008,South Dakota State,137, 55.41,   7   5   50.88( 165)    0   0  ,  52.61  147 ,  57.71  126,NA
2008,Washington State,138, 54.91,   2  11   74.08(  23)    0   1  ,  59.43  117 ,  49.70  161,NA
2008,Brown,139, 54.86,   7   3   48.06( 189)    0   0  ,  52.43  148 ,  56.79  130,NA
2008,SC State,140, 54.59,  10   3   44.34( 203)    0   0  ,  53.71  145 ,  55.01  138,NA
2008,McNeese State,141, 54.44,   7   4   53.77( 155)    0   0  ,  53.79  144 ,  54.62  141,NA
2008,Lafayette,142, 54.42,   7   4   48.07( 188)    0   0  ,  50.58  156 ,  57.67  127,NA
2008,Montana State,143, 54.34,   7   5   56.29( 144)    0   0  ,  57.82  129 ,  50.24  159,NA
2008,Colgate,144, 54.24,   9   3   50.01( 171)    0   0  ,  55.79  136 ,  52.20  151,NA
2008,Northern Arizona,145, 54.14,   6   5   55.69( 149)    0   0  ,  54.99  141 ,  52.82  148,NA
2008,New Mexico State,146, 54.13,   3   9   63.14( 111)    0   0  ,  58.02  127 ,  49.56  163,NA
2008,Eastern Michigan,147, 54.06,   3   9   62.86( 115)    0   0  ,  55.21  140 ,  52.43  150,NA
2008,Tulane,148, 53.78,   2  10   68.69(  78)    0   1  ,  55.55  137 ,  51.50  153,NA
2008,SMU,149, 53.66,   1  11   70.05(  64)    0   2  ,  52.95  146 ,  53.91  145,NA
2008,North Dakota State,150, 53.60,   6   5   47.78( 190)    0   0  ,  48.50  163 ,  57.96  124,NA
2008,Pennsylvania,151, 53.36,   6   4   49.15( 179)    0   0  ,  50.56  157 ,  55.63  136,NA
2008,Yale,152, 53.20,   6   4   46.75( 195)    0   0  ,  48.15  166 ,  57.50  128,NA
2008,Western Illinois,153, 52.34,   6   5   50.62( 167)    0   0  ,  49.13  160 ,  54.96  140,NA
2008,Texas State,154, 51.96,   8   5   48.57( 185)    0   0  ,  51.97  151 ,  51.49  154,NA
2008,Hofstra,155, 51.94,   4   8   59.90( 129)    0   0  ,  52.01  150 ,  51.41  155,NA
2008,Citadel,156, 51.84,   4   8   62.07( 118)    0   1  ,  48.83  161 ,  54.27  144,NA
2008,Miami-Ohio,157, 51.34,   2  10   64.11( 101)    0   0  ,  51.66  154 ,  50.56  158,NA
2008,Sacramento State,158, 51.00,   6   6   55.87( 147)    0   0  ,  51.89  153 ,  49.61  162,NA
2008,Jacksonville State,159, 50.90,   8   3   43.14( 206)    0   0  ,  48.71  162 ,  52.57  149,NA
2008,Lehigh,160, 50.82,   5   6   49.33( 178)    0   0  ,  45.75  176 ,  54.97  139,NA
2008,Western Kentucky,161, 50.54,   2  10   64.08( 102)    0   1  ,  49.51  159 ,  51.10  157,NA
2008,Idaho,162, 49.50,   2  10   64.32(  99)    0   0  ,  54.23  142 ,  43.52  196,NA
2008,Northwestern State,163, 48.91,   7   5   53.09( 157)    0   0  ,  51.89  152 ,  45.13  188,NA
2008,Eastern Kentucky,164, 48.78,   8   4   47.26( 194)    0   0  ,  49.73  158 ,  47.33  172,NA
2008,Grambling,165, 48.76,  11   2   33.62( 239)    0   0  ,  45.47  178 ,  51.37  156,NA
2008,UC Davis,166, 48.62,   5   7   50.42( 168)    0   0  ,  46.80  174 ,  49.92  160,NA
2008,Tennessee-Martin,167, 48.52,   8   4   48.12( 186)    0   0  ,  47.61  169 ,  48.97  165,NA
2008,Northeastern,168, 48.31,   2  10   59.76( 131)    0   0  ,  47.10  173 ,  49.04  164,NA
2008,Charleston Southern,169, 47.81,   7   5   50.78( 166)    0   0  ,  47.90  167 ,  47.27  173,NA
2008,Sam Houston State,170, 47.65,   4   6   52.68( 160)    0   0  ,  46.24  175 ,  48.57  167,NA
2008,North Texas,171, 47.61,   1  11   65.96(  89)    0   0  ,  51.21  155 ,  42.98  200,NA
2008,Portland State,172, 47.15,   4   7   54.87( 153)    0   0  ,  48.40  164 ,  45.36  186,NA
2008,Stony Brook,173, 47.01,   5   6   49.56( 177)    0   0  ,  47.85  168 ,  45.67  184,NA
2008,Southern Utah,174, 46.87,   4   7   56.94( 141)    0   0  ,  47.40  171 ,  45.85  183,NA
2008,Monmouth-NJ,175, 46.65,   7   4   41.73( 208)    0   0  ,  45.75  177 ,  47.08  174,NA
2008,South Dakota,176, 46.63,   6   5   55.40( 151)    0   0  ,  44.05  184 ,  48.60  166,NA
2008,Coastal Carolina,177, 46.52,   6   6   47.35( 192)    0   1  ,  44.80  180 ,  47.73  169,NA
2008,Nicholls State,178, 46.46,   3   6   53.59( 156)    0   0  ,  48.33  165 ,  43.95  194,NA
2008,Rhode Island,179, 46.38,   3   9   58.35( 136)    0   0  ,  47.51  170 ,  44.70  192,NA
2008,Princeton,180, 46.16,   4   6   49.69( 174)    0   0  ,  44.84  179 ,  47.00  176,NA
2008,SE Louisiana,181, 45.92,   5   7   49.94( 172)    0   0  ,  47.31  172 ,  43.95  195,NA
2008,Fordham,182, 45.60,   5   6   45.88( 196)    0   0  ,  42.99  192 ,  47.57  170,NA
2008,San Diego,183, 45.40,   9   2   34.09( 238)    0   0  ,  43.21  190 ,  47.00  175,NA
2008,Tennessee State,184, 45.33,   8   4   39.75( 212)    0   0  ,  43.54  189 ,  46.59  178,NA
2008,VMI,185, 45.16,   4   7   50.41( 169)    0   0  ,  41.32  198 ,  48.11  168,NA
2008,Towson,186, 45.06,   3   9   58.88( 133)    0   0  ,  44.62  181 ,  45.04  189,NA
2008,Central Connecticut,187, 45.04,   7   4   38.77( 215)    0   0  ,  42.51  193 ,  46.94  177,NA
2008,Florida A&amp;M,188, 45.03,   9   3   35.68( 232)    0   0  ,  41.95  194 ,  47.38  171,NA
2008,Jacksonville,189, 44.85,   9   4   38.17( 217)    0   0  ,  44.41  183 ,  44.84  191,NA
2008,Western Carolina,190, 44.85,   3   9   58.72( 135)    0   0  ,  43.94  185 ,  45.30  187,NA
2008,North Dakota,191, 44.68,   6   4   49.61( 176)    0   0  ,  43.87  188 ,  45.02  190,NA
2008,Dayton,192, 44.22,   9   3   34.77( 235)    0   0  ,  41.39  197 ,  46.35  179,NA
2008,Gardner-Webb,193, 44.17,   5   6   48.12( 187)    0   0  ,  41.61  196 ,  46.08  180,NA
2008,Northern Colorado,194, 43.87,   1  10   55.85( 148)    0   0  ,  41.01  199 ,  46.03  181,NA
2008,Cornell,195, 43.78,   4   6   48.88( 181)    0   0  ,  43.92  186 ,  43.17  198,NA
2008,Missouri State,196, 43.72,   4   7   52.30( 161)    0   0  ,  44.52  182 ,  42.41  202,NA
2008,Stephen F. Austin,197, 43.63,   4   8   54.94( 152)    0   1  ,  43.89  187 ,  42.90  201,NA
2008,Youngstown State,198, 43.52,   4   8   53.87( 154)    0   0  ,  43.10  191 ,  43.48  197,NA
2008,Illinois State,199, 43.31,   3   8   49.62( 175)    0   0  ,  39.73  203 ,  46.02  182,NA
2008,Eastern Illinois,200, 42.69,   5   7   45.31( 198)    0   0  ,  40.22  202 ,  44.52  193,NA
2008,Prairie View A&amp;M,201, 42.25,   9   1   28.07( 245)    0   0  ,  37.96  208 ,  45.43  185,NA
2008,Bucknell,202, 41.36,   5   6   44.91( 202)    0   0  ,  41.91  195 ,  40.31  206,NA
2008,Bethune-Cookman,203, 41.16,   8   3   33.01( 242)    0   0  ,  39.43  204 ,  42.34  203,NA
2008,Columbia,204, 40.72,   2   8   49.05( 180)    0   0  ,  37.65  209 ,  42.98  199,NA
2008,Sacred Heart,205, 40.37,   8   3   36.45( 227)    0   0  ,  40.89  200 ,  39.34  211,NA
2008,Idaho State,206, 40.35,   1  11   57.93( 138)    0   0  ,  40.77  201 ,  39.45  210,NA
2008,Morgan State,207, 39.02,   6   6   40.25( 210)    0   0  ,  36.50  213 ,  40.83  205,NA
2008,Bryant,208, 38.65,   7   4   37.78( 219)    0   0  ,  37.09  210 ,  39.68  209,NA
2008,Presbyterian College,209, 38.64,   4   8   52.06( 163)    0   0  ,  38.00  207 ,  38.83  213,NA
2008,Hampton,210, 38.60,   6   5   37.90( 218)    0   0  ,  36.96  211 ,  39.70  208,NA
2008,Chattanooga,211, 38.58,   1  11   63.69( 108)    0   1  ,  38.63  206 ,  38.07  214,NA
2008,Robert Morris,212, 38.31,   5   6   38.87( 213)    0   0  ,  36.88  212 ,  39.22  212,NA
2008,Southern University,213, 38.09,   6   5   35.91( 230)    0   0  ,  33.32  224 ,  41.45  204,NA
2008,Murray State,214, 37.26,   5   7   44.94( 201)    0   0  ,  39.31  205 ,  34.32  222,NA
2008,Norfolk State,215, 37.19,   5   7   43.31( 204)    0   0  ,  32.99  225 ,  40.16  207,NA
2008,Delaware State,216, 36.56,   5   6   38.84( 214)    0   0  ,  35.29  215 ,  37.31  215,NA
2008,SE Missouri State,217, 35.68,   4   8   45.20( 199)    0   0  ,  35.50  214 ,  35.39  217,NA
2008,Duquesne,218, 35.55,   3   7   39.88( 211)    0   0  ,  33.48  220 ,  36.99  216,NA
2008,Austin Peay,219, 34.93,   2   9   45.45( 197)    0   0  ,  34.02  217 ,  35.36  218,NA
2008,Butler,220, 34.80,   6   5   34.38( 236)    0   0  ,  33.99  219 ,  35.14  219,NA
2008,Drake,221, 34.22,   6   5   36.56( 226)    0   0  ,  33.99  218 ,  34.00  225,NA
2008,Morehead State,222, 34.14,   6   6   35.06( 234)    0   0  ,  33.43  223 ,  34.38  220,NA
2008,Dartmouth,223, 34.06,   0  10   52.90( 158)    0   0  ,  33.44  222 ,  34.21  224,NA
2008,Tennessee Tech,224, 33.05,   3   9   47.57( 191)    0   0  ,  34.86  216 ,  30.35  229,NA
2008,Georgetown,225, 33.05,   2   8   48.65( 183)    0   0  ,  33.47  221 ,  32.14  227,NA
2008,Marist,226, 33.03,   4   7   36.31( 228)    0   0  ,  31.24  227 ,  34.23  223,NA
2008,Davidson,227, 32.32,   4   7   34.22( 237)    0   0  ,  29.35  230 ,  34.38  221,NA
2008,Jackson State,228, 32.08,   7   5   32.24( 243)    0   0  ,  30.37  228 ,  33.20  226,NA
2008,NC Central,229, 29.97,   4   7   43.27( 205)    0   0  ,  31.64  226 ,  27.41  231,NA
2008,Alabama A&amp;M,230, 29.95,   5   7   36.79( 224)    0   0  ,  28.72  231 ,  30.66  228,NA
2008,Wagner,231, 27.98,   3   8   37.65( 220)    0   0  ,  29.55  229 ,  25.52  234,NA
2008,Winston-Salem State,232, 26.78,   3   8   35.12( 233)    0   0  ,  25.98  234 ,  27.11  232,NA
2008,Indiana State,233, 26.64,   0  12   51.50( 164)    0   0  ,  28.40  232 ,  23.86  237,NA
2008,Ark.-Pine Bluff,234, 25.20,   3   9   33.40( 240)    0   0  ,  18.72  242 ,  28.82  230,NA
2008,Alabama State,235, 25.07,   3   8   38.28( 216)    0   0  ,  22.34  237 ,  26.88  233,NA
2008,Valparaiso,236, 24.34,   3   8   35.69( 231)    0   0  ,  27.10  233 ,  19.56  241,NA
2008,NC A&amp;T,237, 23.12,   3   9   37.53( 221)    0   0  ,  25.34  235 ,  19.41  242,NA
2008,Iona,238, 22.69,   3   8   42.82( 207)    0   0  ,  24.40  236 ,  19.91  239,NA
2008,Howard,239, 22.65,   1  10   36.01( 229)    0   0  ,  20.06  239 ,  24.33  236,NA
2008,Alcorn State,240, 22.14,   2  10   37.44( 222)    0   0  ,  17.34  243 ,  24.99  235,NA
2008,Savannah State,241, 21.08,   5   7   33.40( 241)    0   0  ,  19.20  240 ,  22.27  238,NA
2008,St. Francis-Pa.,242, 20.22,   0  11   40.32( 209)    0   0  ,  20.29  238 ,  19.68  240,NA
2008,Texas Southern,243, 17.41,   4   8   37.27( 223)    0   0  ,  14.86  245 ,  19.02  243,NA
2008,Campbell,244, 15.57,   1  10   36.79( 225)    0   0  ,  19.18  241 ,   6.27  245,NA
2008,Miss. Valley State,245, 15.36,   3   8   30.20( 244)    0   0  ,  16.15  244 ,  13.90  244,NA
2010,Auburn,1, 98.06,  14   0   75.96(  13)    4   0  , 106.21    1 ,  93.56    5,NA
2010,Stanford,2, 98.05,  12   1   77.82(   9)    0   1  ,  95.94    4 , 100.91    1,NA
2010,Oregon,3, 96.98,  12   1   77.00(  10)    1   1  ,  96.36    3 ,  97.28    2,NA
2010,TCU,4, 94.69,  13   0   68.38(  76)    0   0  ,  97.91    2 ,  91.78    6,NA
2010,Alabama,5, 94.30,  10   3   75.74(  14)    1   2  ,  92.52    7 ,  96.36    3,NA
2010,Boise State,6, 93.03,  12   1   67.58(  81)    0   0  ,  91.11    8 ,  95.29    4,NA
2010,Ohio State,7, 92.75,  12   1   69.48(  70)    1   0  ,  95.08    5 ,  90.34    7,NA
2010,LSU,8, 91.16,  11   2   75.63(  15)    1   2  ,  94.46    6 ,  88.14   10,NA
2010,Arkansas,9, 88.77,  10   3   76.42(  11)    1   3  ,  90.10    9 ,  87.09   12,NA
2010,Oklahoma,10, 88.72,  12   2   74.97(  20)    0   0  ,  88.39   11 ,  88.66    9,NA
2010,Oklahoma State,11, 87.57,  11   2   72.18(  44)    0   1  ,  86.00   14 ,  89.11    8,NA
2010,Wisconsin,12, 86.99,  11   2   69.92(  66)    1   1  ,  88.84   10 ,  84.88   17,NA
2010,Virginia Tech,13, 86.10,  11   3   72.41(  40)    0   2  ,  85.94   15 ,  85.83   13,NA
2010,Florida State,14, 85.19,  10   4   75.17(  18)    0   1  ,  83.04   18 ,  87.59   11,NA
2010,Mississippi State,15, 84.81,   9   4   73.09(  30)    0   4  ,  86.29   13 ,  83.00   20,NA
2010,Nevada,16, 84.44,  13   1   66.88(  84)    1   0  ,  86.82   12 ,  81.92   24,NA
2010,Missouri,17, 83.04,  10   3   73.43(  28)    1   0  ,  80.72   24 ,  85.66   14,NA
2010,NC State,18, 82.85,   9   4   72.96(  32)    0   0  ,  80.64   25 ,  85.28   15,NA
2010,Notre Dame,19, 82.47,   8   5   74.76(  22)    0   1  ,  81.19   22 ,  83.54   18,NA
2010,Texas A&amp;M,20, 82.37,   9   4   75.25(  17)    1   2  ,  82.82   19 ,  81.49   25,NA
2010,Iowa,21, 82.35,   8   5   71.75(  49)    0   1  ,  81.45   21 ,  82.93   21,NA
2010,Southern California,22, 81.93,   8   5   77.96(   8)    0   2  ,  80.86   23 ,  82.74   22,NA
2010,Arizona State,23, 81.54,   6   6   78.83(   5)    0   2  ,  78.70   32 ,  84.97   16,NA
2010,Florida,24, 81.34,   8   5   74.82(  21)    0   2  ,  80.06   26 ,  82.38   23,NA
2010,South Carolina,25, 81.11,   9   5   76.36(  12)    1   3  ,  78.98   29 ,  83.35   19,NA
2010,Utah,26, 80.56,  10   3   71.51(  50)    0   2  ,  83.38   17 ,  77.68   38,NA
2010,Nebraska,27, 80.23,  10   4   72.57(  39)    0   1  ,  79.00   28 ,  81.22   26,NA
2010,Washington,28, 80.09,   7   6   79.84(   3)    0   2  ,  81.91   20 ,  77.98   36,NA
2010,Oregon State,29, 79.99,   5   7   82.65(   1)    0   4  ,  78.77   31 ,  80.96   29,NA
2010,Arizona,30, 79.29,   7   6   78.00(   7)    0   2  ,  77.66   35 ,  80.78   30,NA
2010,Michigan State,31, 79.28,  11   2   70.92(  57)    0   1  ,  85.38   16 ,  74.41   46,NA
2010,Pittsburgh,32, 78.76,   8   5   72.62(  38)    0   0  ,  76.48   40 ,  81.15   28,NA
2010,California,33, 78.29,   5   7   78.69(   6)    0   2  ,  75.69   42 ,  81.16   27,NA
2010,San Diego State,34, 78.29,   9   4   65.52(  88)    0   1  ,  78.39   33 ,  77.74   37,NA
2010,Tulsa,35, 78.03,  10   3   64.09(  96)    0   0  ,  78.88   30 ,  76.75   40,NA
2010,West Virginia,36, 78.03,   9   4   70.85(  60)    0   1  ,  76.16   41 ,  79.82   32,NA
2010,Air Force,37, 77.94,   9   4   68.86(  72)    0   2  ,  79.41   27 ,  76.09   42,NA
2010,Maryland,38, 77.85,   9   4   70.07(  64)    0   0  ,  77.26   36 ,  78.06   35,NA
2010,Illinois,39, 77.78,   7   6   70.89(  58)    0   1  ,  75.66   43 ,  79.92   31,NA
2010,Miami-Florida,40, 76.91,   7   6   75.27(  16)    0   1  ,  74.49   47 ,  79.45   33,NA
2010,North Carolina,41, 76.77,   8   5   73.30(  29)    0   1  ,  76.99   38 ,  76.10   41,NA
2010,Central Florida,42, 75.85,  11   3   62.18( 109)    0   0  ,  73.99   50 ,  77.57   39,NA
2010,Texas Tech,43, 74.50,   8   5   71.19(  53)    0   1  ,  77.20   37 ,  71.62   57,NA
2010,South Florida,44, 74.43,   8   5   69.23(  71)    0   0  ,  75.01   46 ,  73.42   51,NA
2010,BYU,45, 74.35,   7   6   71.12(  55)    0   1  ,  75.25   44 ,  73.02   53,NA
2010,Northern Illinois,46, 74.02,  11   3   60.09( 126)    0   0  ,  72.21   54 ,  75.66   44,NA
2010,Hawaii,47, 73.74,  10   4   65.90(  87)    0   1  ,  73.52   53 ,  73.52   50,NA
2010,Syracuse,48, 73.68,   8   5   68.86(  73)    0   0  ,  75.15   45 ,  71.82   55,NA
2010,Boston College,49, 73.10,   7   6   73.03(  31)    0   0  ,  74.04   49 ,  71.73   56,NA
2010,Penn State,50, 73.05,   7   6   72.41(  41)    0   2  ,  73.57   51 ,  72.09   54,NA
2010,Louisville,51, 73.02,   7   6   68.43(  75)    0   0  ,  71.23   60 ,  74.60   45,NA
2010,Delaware,52, 72.88,  12   3   59.86( 129)    0   0  ,  71.54   59 ,  73.93   49,NA
2010,Clemson,53, 72.82,   6   7   73.63(  27)    0   1  ,  69.88   65 ,  75.93   43,NA
2010,Georgia,54, 72.77,   6   7   72.66(  36)    0   2  ,  67.97   72 ,  78.84   34,NA
2010,Navy,55, 72.71,   9   4   68.29(  77)    0   0  ,  73.53   52 ,  71.45   58,NA
2010,Connecticut,56, 72.68,   8   5   69.98(  65)    0   1  ,  74.18   48 ,  70.81   59,NA
2010,Villanova,57, 72.42,   9   5   63.39( 100)    0   0  ,  70.52   62 ,  74.13   48,NA
2010,Eastern Washington,58, 72.40,  13   2   59.37( 135)    0   0  ,  77.75   34 ,  67.56   74,NA
2010,Kansas State,59, 72.15,   7   6   70.58(  61)    0   0  ,  70.67   61 ,  73.34   52,NA
2010,Michigan,60, 71.91,   7   6   74.61(  23)    0   1  ,  76.52   39 ,  67.54   75,NA
2010,Baylor,61, 71.49,   7   6   72.13(  46)    0   2  ,  72.02   55 ,  70.51   61,NA
2010,UCLA,62, 71.41,   4   8   79.20(   4)    0   2  ,  71.96   56 ,  70.42   63,NA
2010,Tennessee,63, 70.71,   6   7   72.21(  43)    0   3  ,  67.32   73 ,  74.31   47,NA
2010,Texas,64, 70.52,   5   7   72.00(  47)    0   1  ,  69.95   64 ,  70.67   60,NA
2010,Iowa State,65, 69.25,   5   7   74.00(  24)    0   1  ,  71.74   57 ,  66.48   79,NA
2010,Temple,66, 69.08,   8   4   62.63( 102)    0   0  ,  69.52   66 ,  68.19   67,NA
2010,Cincinnati,67, 68.96,   4   8   72.75(  35)    0   1  ,  68.03   71 ,  69.50   64,NA
2010,Colorado,68, 68.82,   5   7   72.93(  33)    0   1  ,  70.40   63 ,  66.84   78,NA
2010,Southern Miss,69, 68.58,   8   5   63.91(  97)    0   0  ,  66.49   78 ,  70.43   62,NA
2010,Georgia Tech,70, 68.32,   6   7   69.50(  69)    0   0  ,  66.91   76 ,  69.38   66,NA
2010,Northwestern,71, 68.08,   7   6   68.48(  74)    0   0  ,  69.37   67 ,  66.37   80,NA
2010,Georgia Southern,72, 67.84,  10   5   58.68( 141)    0   0  ,  67.13   75 ,  68.15   68,NA
2010,Army,73, 67.64,   7   6   64.12(  95)    0   0  ,  68.89   68 ,  65.98   83,NA
2010,Kentucky,74, 67.62,   6   7   70.31(  63)    0   1  ,  65.54   81 ,  69.45   65,NA
2010,Appalachian State,75, 67.62,  10   3   57.91( 146)    0   0  ,  67.22   74 ,  67.59   73,NA
2010,William &amp; Mary,76, 67.28,   8   4   61.87( 113)    0   0  ,  66.12   79 ,  68.07   69,NA
2010,Miami-Ohio,77, 67.24,  10   4   60.77( 117)    0   0  ,  71.61   58 ,  62.86   97,NA
2010,Fresno State,78, 67.07,   8   5   67.07(  83)    0   1  ,  68.60   69 ,  65.14   87,NA
